,Year,mesatop_arable_area_1,mesatop_cal_produced_1,drainage_arable_area_1,drainage_cal_produced_1,total_arable_area_1,total_cal_produced_1,cal_per_mt_1,cal_per_drainage_1,cal_per_ha_1,pop_1,pop_cal_needs_1,cal_difference_with_seed_1
430,1129,76.55635758,167091039.7,3.435519951,6760382.932,79.99187753,173851422.7,2170875,1972005,2164376.465,178,93025114,37363452.99
431,1130,76.58319502,166791249.3,0.968861309,1971089.223,77.55205633,168762338.6,2084145,2019500,2085429.448,177,92502501,34069252.92
432,1131,74.55584012,138749541.9,3.468895888,6639425.579,78.02473601,145388967.4,1866515,1901515,1873750.974,177,92502501,16539224.59
433,1132,0,0,0,0,0,0,0,0,0,177,92502501,-92502501
434,1133,44.71289078,69594242.95,0.522670336,1088944.757,45.23556112,70683187.7,1612380,2107770,1615777.194,176,91979888,-38967497.22
435,1134,71.85931692,167342457.7,0.977775735,1611453.595,72.83709265,168953911.3,2252950,1656795,2244685.653,176,91979888,34735545.51
436,1135,74.2252473,115463637.6,0.960685874,2057479.513,75.18593317,117521117.1,1556520,2133635,1563809.618,175,91457275,-3316437.195
437,1136,73.75555122,145472764.5,0.972124055,1769479.799,74.72767527,147242244.3,2035635,1814680,2033456.536,175,91457275,18974408.25
438,1137,71.3140197,184611620.1,0.953648596,1783205.107,72.2676683,186394825.2,2645860,1858255,2632302.327,175,91457275,48338843.91
439,1138,44.7829778,116144456.6,0.043947028,73449.31425,44.82692483,116217905.9,2659720,1675660,2658650.53,175,91457275,-4293845.57
440,1139,76.68036306,136090115.2,0.985800079,2011924.173,77.66616313,138102039.4,1721510,2077565,1728732.562,175,91457275,12119254.53
441,1140,75.59255115,192642080.9,0.933359377,1842411.22,76.52591053,194484492.1,2637145,1981350,2630818.151,176,91979888,53883481.1
442,1141,75.74895884,197178261,3.422789607,6862243.489,79.17174845,204040504.5,2477230,2039205,2466294.735,176,91979888,61050490.38
443,1142,0.66782093,1268760.486,0,0,0.66782093,1268760.486,1888810,0,1888810,177,92502501,-91550930.64
444,1143,73.45430412,145356927,3.375425842,5627849.491,76.82972996,150984776.5,1982610,1709015,1967902.644,178,93025114,20213468.37
445,1144,73.35447437,164699889.3,3.347111287,6066196.737,76.70158566,170766086.1,2382380,1809535,2350343.036,178,93025114,35049450.54
446,1145,74.53946781,140845576.3,3.490630043,7353003.331,78.03009785,148198579.6,2028005,2118935,2027100.563,179,93547727,17601207.69
447,1146,73.13068007,193014607.4,0.147743568,342146.1185,73.27842364,193356753.6,2762375,2352245,2760881.576,180,94070340,50947225.17
448,1147,74.0823769,179634169.3,3.376841816,6829801.41,77.45921872,186463970.7,2336320,2011310,2327281.449,180,94070340,45777638.04
449,1148,77.02890743,187052170.6,0.981831847,1477627.191,78.01073927,188529797.8,2410240,1559145,2401088.329,181,94592953,46804395.37
450,1149,76.03292518,153657991.4,0.949054037,1897772.327,76.98197921,155555763.8,1975995,2002875,1976270.685,181,94592953,22073869.83
451,1150,45.85022712,119505625.1,0.524439037,954122.1052,46.37466615,120459747.2,2612925,1801590,2605424.726,182,95115566,-4770755.589
452,1151,76.6991958,186318131.5,0.980413649,1790982.555,77.67960945,188109114,2524830,1800400,2515564.872,182,95115566,45966269.51
453,1152,75.00161618,158076739,0.978656169,1826813.003,75.98027235,159903552,2017750,1907710,2014799.972,182,95115566,24812098.02
454,1153,73.55421861,171340153.6,0.978000026,1980312.434,74.53221864,173320466.1,2443420,2004380,2435519.623,182,95115566,34874783.55
455,1154,0,0,0,0,0,0,0,0,0,181,94592953,-94592953
456,1155,76.71081632,134205664.8,3.442756559,6028803.978,80.15357288,140234468.8,1967805,1739185,1949427.498,180,94070340,11105511.59
457,1156,0,0,0,0,0,0,0,0,0,179,93547727,-93547727
458,1157,76.92274761,125658742.9,3.389292043,6299993.51,80.31203966,131958736.4,1586865,1879640,1599026.055,179,93547727,5421325.286
459,1158,0,0,0,0,0,0,0,0,0,177,92502501,-92502501
460,1159,75.402581,153477185.2,3.38720352,7217789.657,78.78978452,160694974.8,1992340,2117500,1998458.524,176,91979888,28541343.13
461,1160,72.8925102,134736750.8,3.428673308,7270797.99,76.32118351,142007548.7,1814645,2133530,1829394.687,175,91457275,15048386.56
462,1161,77.25353143,132162810.7,0.960725931,1568580.069,78.21425736,133731390.8,1738100,1628970,1736311.953,174,90934662,9363881.111
463,1162,74.00296921,184295229.4,0.8992884,1721816.948,74.90225761,186017046.4,2388785,1904840,2383534.377,173,90412049,49100735.79
464,1163,75.86906726,206577295.4,3.377663928,6942792.322,79.24673119,213520087.7,2860620,2010610,2816839.852,171,89366823,70773242.8
465,1164,75.41673052,112808632.5,3.289497122,5079848.679,78.70622764,117888481.2,1498945,1548960,1499787.294,170,88844210,-427849.1165
466,1165,74.12270021,170759330.8,3.403853907,6394810.303,77.52655412,177154141.1,2324560,1919750,2303619.705,168,87798984,45066621.84
467,1166,73.80062653,215929127.2,0.961313038,1703726.5,74.76193956,217632853.7,2921800,1768305,2904030.339,167,87276371,75948269.26
468,1167,75.36608048,189113320.9,3.380018773,6209386.029,78.74609925,195322706.9,2441390,1813630,2416284.24,166,86753758,59738272.18
469,1168,72.69340312,139064330.8,3.411180418,6418583.544,76.10458354,145482914.3,1927380,1882895,1913834.693,164,85708532,23403653.72
470,1169,74.45790665,176162981.3,0.971523285,1998543.189,75.42942994,178161524.5,2315320,2101995,2312532.527,163,85185919,48435224.35
471,1170,74.10476047,166974256.1,3.418962591,6349738.678,77.52372306,173323994.8,2308215,1884015,2283829.998,162,84663306,45329690.09
472,1171,76.59857188,152189868.1,3.395485474,5865730.181,79.99405735,158055598.3,1972600,1711710,1959862.342,160,83618080,34923618.69
473,1172,76.02972662,122081119,0.973571053,2047831.712,77.00329767,124128950.7,1714510,2099125,1718523.625,159,83095467,10001246.05
474,1173,76.69303262,132022144,3.454999192,6754375.134,80.14803181,138776519.1,1647205,1972425,1665021.061,158,82572854,21509535.32
475,1174,76.76751379,162496562.5,0.958078058,1778022.676,77.72559184,164274585.2,2056250,1853565,2054630.68,156,81527628,41678310.89
476,1175,74.98513967,124135913.9,0.975895614,1852679.2,75.96103529,125988593.1,1645280,1883210,1649613.778,155,81005015,13486429.85
477,1176,77.70516649,145838137.4,3.420718799,6857569.644,81.12588529,152695707,1877295,1991465,1884500.768,153,79959789,34561991.25
478,1177,73.93494231,126079219.8,0.961282826,1687576.772,74.89622514,127766796.6,1722630,1772015,1723447.216,151,78914563,16910534.46
479,1178,73.66475711,138861018.6,3.443156953,6947413.984,77.10791406,145808432.6,1874355,2001230,1878934.294,149,77869337,31486987.47
480,1179,73.38915031,227296162.9,0.948384539,1721158.537,74.33753485,229017321.4,3039820,1758645,3023763.585,147,76824111,94938880.06
481,1180,74.50938947,156848623,3.371122958,5995173.413,77.88051243,162843796.4,2073540,1749965,2068254.17,145,75778885,46353962.29
482,1181,74.22165365,175332902.5,0.968395152,1903933.314,75.1900488,177236835.9,2376290,1976205,2370757.85,143,74733659,58193967.9
483,1182,78.4148776,162048106.8,0.146916757,312506.368,78.56179435,162360613.1,2004590,2087645,2005114.589,141,73688433,48082026.84
484,1183,75.91427605,133748983.8,3.417207392,5522213.237,79.33148344,139271197,1816255,1599920,1801123.441,139,72643207,31810190.75
485,1184,75.99664219,137850146.2,3.379382954,7196957.521,79.37602514,145047103.7,1799175,2091215,1816557.512,137,71597981,37187346.76
486,1185,75.49106001,120128003.4,0.963147924,2147078.278,76.45420794,122275081.6,1583225,2260580,1592487.402,135,70552755,21153556.22
487,1186,27.47480116,61511582.09,0.026502754,55779.95359,27.50130391,61567362.04,2122260,2095310,2122327.213,133,69507529,-23332007.47
488,1187,74.62208211,171589978.1,3.388954886,6165284.124,78.011037,177755262.2,2155895,1845725,2148411.789,131,68462303,64854143.68
489,1188,80.706557,244047582.1,0.956165934,1761237.987,81.66272294,245808820.1,3211845,1838515,3191124.784,130,67939690,116416925.1
490,1189,75.48942435,119737797,0.981745829,1576389.039,76.47117018,121314186.1,1632960,1642445,1630914.37,128,66894464,24091175.55
491,1190,79.10758765,129403585.9,3.395562607,7022770.964,82.50315026,136426356.9,1671705,2056145,1685053.408,127,66371851,35947916.64
492,1191,75.19644025,179919549.3,3.503476741,6330297.709,78.69991699,186249847,2463615,1802395,2426468.378,126,65849238,73838147.24
493,1192,76.28270265,169481800.1,3.356783711,7025999.254,79.63948636,176507799.3,2290260,2150295,2270534.422,125,65326625,67054224.5
494,1193,75.99025136,191979996.8,0.979462131,1934705.81,76.96971349,193914702.6,2418885,1984885,2414327.254,124,64804012,80632014.94
495,1194,73.71928901,163631022.7,3.390696065,6253615.909,77.10998508,169884638.6,2311015,1855805,2285497.069,123,64281399,63132079.94
496,1195,75.90230582,236506675,3.486854258,5837386.519,79.38916008,242344061.5,2869545,1700475,2825472.721,122,63758786,117999260.1
497,1196,76.64971886,164179960.2,0.945517751,1501193.871,77.59523661,165681154.1,2149805,1578640,2144864.707,121,63236173,61024692.55
498,1197,79.55966598,198230304.2,3.403054745,6652697.166,82.96272073,204883001.4,2467430,1915480,2444728.52,120,62713560,90948691.02
499,1198,73.6391647,139581756.9,3.384058072,7284570.655,77.02322278,146866327.5,1825110,2122540,1838968.908,119,62190947,47958798.63
500,1199,73.8542265,177434011.5,0.954395681,1795237.425,74.80862218,179229248.9,2379090,1905365,2370753.498,119,62190947,72230989.7
501,1200,16.15934907,36288932.61,0.138438814,273838.061,16.29778789,36562770.67,2195935,1964480,2194609.64,118,61668334,-34246255.99
502,1201,17.14599094,38282533.14,0.797689912,1400913.087,17.94368085,39683446.22,2313150,1712130,2282405.586,117,61145721,-31383136.33
503,1202,77.80846408,143367526,3.277529753,5300259.796,81.08599384,148667785.8,1899660,1631280,1884748.52,116,60623108,50877731.38
504,1203,63.09760766,114720498.3,3.048305451,5114040.498,66.14591311,119834538.8,1844990,1659070,1836497.071,116,60623108,29252796.07
505,1204,16.10387809,37538452.57,0.144491412,229719.537,16.2483695,37768172.11,2262190,1599325,2256489.513,115,60100495,-31774365.92
506,1205,79.27548166,173779391.9,3.366943742,6311491.963,82.6424254,180090883.9,2233385,1878065,2216027.735,114,59577882,75490280.89
507,1206,17.89171522,37900009.8,0.185750574,361475.1594,18.0774658,38261484.96,2151870,1962485,2148724.272,114,59577882,-30881768.28
508,1207,16.15466427,33365228.51,0.144878458,224205.0504,16.29954272,33589433.56,2113790,1570800,2107317.32,113,59055269,-33863193.83
509,1208,72.82575132,143025603.4,0.959356303,1879618.402,73.78510763,144905221.8,2013550,1955485,2012948.654,112,58532656,50146260.37
510,1209,63.54294148,85548739.17,2.683125878,5144889.953,66.22606735,90693629.12,1287685,1911000,1317077.813,112,58532656,9487565.84
511,1210,17.05993337,43063940.38,0.807187447,1362404.772,17.86712082,44426345.15,2485805,1675275,2453342.115,111,58010043,-24690284.14
512,1211,77.30258888,138796444,3.239687008,6132225.276,80.54227588,144928669.3,1738485,1903475,1744244.771,111,58010043,50686458.96
513,1212,75.74608045,171914125.6,3.415309385,5719915.31,79.16138984,177634041,2171155,1650355,2158165.318,111,58010043,75215487.72
514,1213,75.04277281,114328619.9,3.39542343,6708884.303,78.43819624,121037504.2,1470175,1975120,1495920.781,111,58010043,32768085.15
515,1214,76.32337502,160449930.7,3.417968283,8455143.101,79.74134331,168905073.8,2097305,2430435,2117142.072,111,58010043,68668762.34
516,1215,25.0265213,53683215.06,0.026178794,52545.35695,25.0527001,53735760.41,2108715,1987265,2108693.45,112,58532656,-18230835.69
517,1216,77.58931452,176126527.1,0.960780424,2002369.103,78.55009495,178128896.2,2266810,2088975,2264702.203,112,58532656,75064016.13
518,1217,0,0,0,0,0,0,0,0,0,113,59055269,-59055269
519,1218,0,0,0,0,0,0,0,0,0,113,59055269,-59055269
520,1219,72.90972951,229482740.7,3.376409326,7523336.632,76.28613884,237006077.3,2944480,2299745,2918429.16,113,59055269,118699289
521,1220,77.88972241,110154615.2,3.390943586,6363134.819,81.280666,116517750,1381835,1850730,1402771.403,113,59055269,28333043.53
522,1221,74.89614591,147445613.5,0.958509232,2045648.373,75.85465514,149491261.8,1949430,2136575,1952889.242,113,59055269,53063177.38
523,1222,74.83103114,134053812,3.366956072,5605945.494,78.19798721,139659757.5,1763895,1696415,1761338.075,113,59055269,45689549.11
524,1223,79.77673777,184941027.8,3.404053236,6414037.445,83.18079101,191355065.3,2229955,1903860,2222303.133,113,59055269,84461029.95
525,1224,75.64569083,100157385.5,0.976566399,2231733.679,76.62225723,102389119.2,1271515,2275700,1286914.422,112,58532656,18259183.39
526,1225,79.21522645,179997068.1,0.979271476,1794251.53,80.19449793,181791319.6,2327990,1824620,2321177.925,112,58532656,77810833.69
527,1226,75.05869493,131380488.2,0.964899623,1952366.568,76.02359455,133332854.8,1829275,2057090,1829736.193,111,58010043,41989598.1
528,1227,0,0,0,0,0,0,0,0,0,109,56964817,-56964817
529,1228,74.61790431,159390116.8,3.449320824,6908475.284,78.06722513,166298592.1,2159815,2018695,2151906.283,108,56442204,68281740.09
530,1229,74.24808777,175304332.6,0.971398093,1759296.987,75.21948586,177063629.6,2353750,1781500,2346195.316,106,55396978,77400744.16
531,1230,37.75628607,67279789,1.294224897,2245424.709,39.05051097,69525213.71,1902705,1718010,1892871.303,105,54874365,-2730454.716
532,1231,77.14191667,191137739.5,3.474758166,6592199.813,80.61667483,197729939.4,2481045,1877575,2453683.893,103,53829139,94468315.52
533,1232,77.772921,163668298.1,0.967686351,1565801.785,78.74060735,165234099.9,2175705,1601460,2167718.54,101,52783913,71141661.91
534,1233,25.44935735,34240062.03,0.016975718,33105.75147,25.46633307,34273167.79,1436610,1942115,1436914.669,100,52261300,-26556424.16
535,1234,73.52214095,165788119.2,0.932979185,1716293.892,74.45512013,167504413.1,2157505,1836800,2153389.565,98,51216074,74412235.81
536,1235,79.49086368,199946835.5,0.972393397,1882056.906,80.46325707,201828892.4,2523920,1970150,2515299.642,96,50170848,101200821.3
537,1236,76.42851069,136742890.6,0.145871999,280460.3785,76.57438269,137023351,1895845,1940330,1895703.71,94,49125622,53641891.27
538,1237,74.14305541,148688757.5,0.961050809,1560677.85,75.10410622,150249435.3,1966055,1674085,1963901.479,92,48080396,64606680.48
539,1238,74.89154598,144766145.9,3.39927435,6906093.603,78.29082033,151672239.5,1850555,2023140,1858995.305,90,47035170,66719009.59
540,1239,77.43588815,131398567.1,0.965959187,1847026.865,78.40184733,133245594,1754095,1948275,1756535.676,88,45989944,53944251.46
541,1240,74.28908154,161854922.8,0.942767057,2070410.098,75.2318486,163925332.9,2231880,2169685,2230063.763,86,44944718,77999281.67
542,1241,76.39319697,132306577.9,3.299821446,5457882.246,79.69301842,137764460.1,1734635,1714055,1735900.594,84,43899492,59423853.11
543,1242,70.86968533,179671371.5,0.939198509,1647667.936,71.80888384,181319039.4,2768185,1749895,2750396.553,81,42331653,93657626.54
544,1243,74.06271707,204484384.1,0.9766679,1934771.072,75.03938497,206419155.1,2890615,2011275,2875913.934,79,41286427,113527939.4
545,1244,76.39735141,98347982.43,0.952775772,2052242.551,77.35012718,100400225,1336265,2126285,1345614.257,77,40241201,35058967.74
546,1245,0,0,0,0,0,0,0,0,0,75,39195975,-39195975
547,1246,76.31511346,138235628.5,0.963122865,2061268.607,77.27823632,140296897.1,1909040,2117045,1911148.126,73,38150749,67071923.8
548,1247,59.24215276,128884634.2,0.126908628,284018.2632,59.36906139,129168652.4,2228555,2213610,2228535.34,71,37105523,59770966.32
549,1248,76.71296072,179060091.1,0.961807237,1811773.171,77.67476796,180871864.3,2406390,1889125,2400715.928,68,35537684,100116214.2
550,1249,75.92364893,165400771.3,0.958172045,1785082.862,76.88182098,167185854.2,2055200,1882055,2053550.767,66,34492458,90896932.65
551,1250,79.46111866,155369198.4,0.956036948,1522269.649,80.41715561,156891468,1953000,1582315,1948252.929,64,33447232,84221369.02
